incident_id,opened_at,customer,environment,service,severity,criticality,recent_alerts_1h,error_rate_15m,cpu_p95_30m,failed_signins_30m,sql_dtu_max_30m,vm_heartbeat_gap_min,deployment_within_2h,keyvault_denials_30m,sla_breached
INC-00381,2026-05-13T19:36:00.553249+00:00,northwind-campus,prod,appservice,Sev2,medium,11,0.0098,27.9,18,0.0,0,1,14,1
INC-00382,2026-05-19T23:04:00.553257+00:00,fabrikam-clinic,stage,identity,Sev2,high,1,0.1031,38.6,31,0.0,0,0,1,0
INC-00383,2026-03-05T05:09:00.553266+00:00,northwind-campus,prod,storage,Sev2,medium,3,0.0073,33.08,4,0.0,0,0,0,0
INC-00384,2026-03-11T02:59:00.553275+00:00,northwind-campus,stage,identity,Sev2,medium,23,0.0435,82.87,35,0.0,0,0,2,1
INC-00385,2026-05-03T11:11:00.553283+00:00,northwind-campus,prod,storage,Sev2,medium,15,0.0441,70.12,11,0.0,0,0,0,1
INC-00386,2026-05-06T01:47:00.553291+00:00,fabrikam-clinic,prod,identity,Sev4,high,16,0.1378,59.49,45,0.0,0,0,5,0
INC-00387,2026-04-26T18:10:00.553299+00:00,fabrikam-clinic,prod,identity,Sev2,high,2,0.0381,34.51,79,0.0,0,0,13,1
INC-00388,2026-04-26T01:17:00.553307+00:00,contoso-retail,prod,identity,Sev3,high,7,0.0665,71.74,22,0.0,0,0,13,0
INC-00389,2026-03-18T23:36:00.553315+00:00,northwind-campus,prod,vm,Sev2,medium,1,0.124,41.62,4,0.0,40,0,0,0
INC-00390,2026-05-09T16:52:00.553323+00:00,fabrikam-clinic,prod,vm,Sev2,high,16,0.0732,35.71,16,0.0,46,0,0,1
INC-00391,2026-03-09T18:16:00.553331+00:00,contoso-retail,stage,appservice,Sev1,high,14,0.0867,89.6,12,0.0,0,0,4,1
INC-00392,2026-05-21T07:03:00.553340+00:00,northwind-campus,prod,vm,Sev4,medium,22,0.1015,20.5,5,0.0,8,0,0,0
INC-00393,2026-03-29T04:03:00.553348+00:00,fabrikam-clinic,prod,sql,Sev2,high,23,0.0248,89.34,9,60.32,0,0,0,0
INC-00394,2026-04-11T20:13:00.553356+00:00,contoso-retail,prod,vm,Sev3,high,3,0.0475,47.83,9,0.0,32,0,0,0
INC-00395,2026-05-20T08:05:00.553365+00:00,northwind-campus,prod,vm,Sev3,medium,6,0.0626,39.33,14,0.0,43,0,0,0
INC-00396,2026-05-07T13:13:00.553373+00:00,contoso-retail,prod,identity,Sev3,high,15,0.0028,50.86,74,0.0,0,0,3,1
INC-00397,2026-05-24T03:36:00.553381+00:00,northwind-campus,prod,sql,Sev2,medium,17,0.0986,43.34,13,23.09,0,0,0,1
INC-00398,2026-04-11T06:13:00.553390+00:00,fabrikam-clinic,prod,sql,Sev2,high,0,0.008,39.1,10,51.71,0,0,0,1
INC-00399,2026-05-29T23:49:00.553398+00:00,fabrikam-clinic,prod,vm,Sev2,high,11,0.0333,72.18,8,0.0,30,0,0,0
INC-00400,2026-04-26T19:25:00.553407+00:00,northwind-campus,prod,vm,Sev2,medium,17,0.0223,53.4,9,0.0,16,0,0,0
INC-00401,2026-04-19T21:15:00.553415+00:00,contoso-retail,stage,storage,Sev2,high,16,0.008,34.99,18,0.0,0,0,0,1
INC-00402,2026-05-09T15:57:00.553424+00:00,contoso-retail,dev,storage,Sev1,high,12,0.0446,42.3,18,0.0,0,0,0,0
INC-00403,2026-03-30T16:20:00.553432+00:00,fabrikam-clinic,prod,identity,Sev4,high,3,0.0079,41.48,55,0.0,0,0,0,0
INC-00404,2026-04-14T19:09:00.553440+00:00,northwind-campus,prod,vm,Sev2,medium,17,0.0221,69.32,2,0.0,42,0,0,1
INC-00405,2026-04-16T21:19:00.553448+00:00,contoso-retail,stage,storage,Sev2,high,5,0.0181,65.46,1,0.0,0,0,0,0
INC-00406,2026-03-22T22:42:00.553457+00:00,northwind-campus,stage,vm,Sev4,medium,4,0.0889,49.74,0,0.0,10,0,0,0
INC-00407,2026-05-22T11:12:00.553466+00:00,northwind-campus,dev,appservice,Sev2,medium,8,0.0087,44.23,3,0.0,0,0,7,1
INC-00408,2026-04-16T18:12:00.553474+00:00,fabrikam-clinic,prod,appservice,Sev2,high,19,0.0373,32.57,15,0.0,0,1,9,1
INC-00409,2026-04-30T17:53:00.553483+00:00,fabrikam-clinic,dev,appservice,Sev2,high,16,0.0982,83.87,13,0.0,0,1,2,0
INC-00410,2026-04-29T15:59:00.553491+00:00,northwind-campus,dev,appservice,Sev4,medium,6,0.0165,28.11,14,0.0,0,0,3,1
INC-00411,2026-04-14T03:29:00.553499+00:00,northwind-campus,prod,sql,Sev4,medium,20,0.0088,73.79,8,68.79,0,0,0,1
INC-00412,2026-03-06T07:22:00.553507+00:00,contoso-retail,prod,vm,Sev2,high,3,0.1113,67.49,8,0.0,45,0,0,1
INC-00413,2026-06-01T06:22:00.553516+00:00,fabrikam-clinic,prod,sql,Sev3,high,19,0.1643,56.0,10,74.68,0,0,0,1
INC-00414,2026-05-30T01:21:00.553525+00:00,contoso-retail,prod,appservice,Sev1,high,12,0.0048,23.65,2,0.0,0,0,4,1
INC-00415,2026-04-07T04:16:00.553533+00:00,contoso-retail,prod,vm,Sev3,high,8,0.0366,56.73,3,0.0,23,0,0,1
INC-00416,2026-04-23T19:27:00.553541+00:00,contoso-retail,prod,sql,Sev4,high,13,0.0062,54.58,14,46.24,0,0,0,0
INC-00417,2026-03-07T21:23:00.553550+00:00,fabrikam-clinic,prod,appservice,Sev4,high,2,0.026,69.23,0,0.0,0,1,3,0
INC-00418,2026-05-15T02:42:00.553558+00:00,contoso-retail,stage,appservice,Sev3,high,4,0.0436,60.47,8,0.0,0,0,0,0
INC-00419,2026-04-19T19:56:00.553566+00:00,contoso-retail,prod,appservice,Sev2,high,17,0.0483,91.78,9,0.0,0,0,4,0
INC-00420,2026-03-20T19:17:00.553575+00:00,northwind-campus,prod,sql,Sev4,medium,23,0.009,70.32,12,63.38,0,0,0,0
INC-00421,2026-04-24T15:22:00.553583+00:00,northwind-campus,prod,appservice,Sev1,medium,9,0.0603,67.72,11,0.0,0,0,6,0
INC-00422,2026-05-29T18:20:00.553591+00:00,northwind-campus,prod,appservice,Sev3,medium,0,0.1124,44.32,16,0.0,0,1,5,0
INC-00423,2026-03-29T13:35:00.553600+00:00,northwind-campus,prod,sql,Sev1,medium,6,0.0253,85.69,5,28.97,0,0,0,0
INC-00424,2026-04-11T06:36:00.553608+00:00,fabrikam-clinic,stage,appservice,Sev4,high,17,0.0103,62.66,2,0.0,0,1,5,1
INC-00425,2026-04-14T21:32:00.553616+00:00,northwind-campus,prod,sql,Sev2,medium,0,0.0492,78.87,7,35.71,0,0,0,1
INC-00426,2026-05-29T23:35:00.553626+00:00,northwind-campus,prod,storage,Sev2,medium,6,0.0043,42.36,18,0.0,0,0,0,1
INC-00427,2026-04-15T15:22:00.553635+00:00,fabrikam-clinic,prod,appservice,Sev4,high,11,0.0363,46.63,10,0.0,0,1,8,1
INC-00428,2026-05-19T13:51:00.553644+00:00,northwind-campus,prod,sql,Sev2,medium,20,0.0623,91.6,3,36.21,0,0,0,0
INC-00429,2026-05-02T19:10:00.553652+00:00,fabrikam-clinic,prod,sql,Sev3,high,9,0.072,64.3,18,58.68,0,0,0,0
INC-00430,2026-04-14T04:49:00.553660+00:00,northwind-campus,prod,sql,Sev4,medium,22,0.1402,42.72,6,42.68,0,0,0,0
INC-00431,2026-03-30T17:14:00.553668+00:00,northwind-campus,stage,storage,Sev1,medium,23,0.0014,51.47,16,0.0,0,0,0,0
INC-00432,2026-04-07T00:28:00.553677+00:00,contoso-retail,prod,sql,Sev3,high,19,0.013,66.42,5,76.61,0,0,0,0
INC-00433,2026-04-26T06:01:00.553685+00:00,contoso-retail,prod,vm,Sev3,high,24,0.0425,44.96,18,0.0,50,0,0,0
INC-00434,2026-03-19T03:29:00.553693+00:00,northwind-campus,prod,vm,Sev2,medium,6,0.0863,52.54,12,0.0,2,0,0,1
INC-00435,2026-03-17T15:36:00.553701+00:00,fabrikam-clinic,prod,vm,Sev3,high,14,0.046,61.27,1,0.0,13,0,0,1
INC-00436,2026-05-01T22:24:00.553710+00:00,fabrikam-clinic,stage,sql,Sev2,high,17,0.0568,88.51,5,88.93,0,0,0,1
INC-00437,2026-05-09T02:14:00.553719+00:00,contoso-retail,prod,sql,Sev3,high,10,0.0082,43.71,13,34.55,0,0,0,1
INC-00438,2026-03-15T01:40:00.553727+00:00,contoso-retail,dev,appservice,Sev1,high,10,0.0527,67.08,17,0.0,0,1,5,1
INC-00439,2026-03-28T10:11:00.553735+00:00,fabrikam-clinic,prod,sql,Sev4,high,5,0.0122,50.3,12,49.63,0,0,0,0
INC-00440,2026-04-17T09:20:00.553745+00:00,fabrikam-clinic,stage,vm,Sev2,high,6,0.0082,69.9,7,0.0,12,0,0,0
INC-00441,2026-04-16T18:29:00.553753+00:00,northwind-campus,prod,identity,Sev1,medium,10,0.0685,43.26,46,0.0,0,0,0,1
INC-00442,2026-04-09T17:55:00.553761+00:00,fabrikam-clinic,prod,appservice,Sev3,high,24,0.0228,73.23,7,0.0,0,1,0,1
INC-00443,2026-04-02T10:34:00.553769+00:00,fabrikam-clinic,prod,vm,Sev2,high,13,0.1005,48.92,11,0.0,38,0,0,0
INC-00444,2026-03-25T10:54:00.553778+00:00,northwind-campus,prod,sql,Sev2,medium,2,0.0405,59.18,12,42.78,0,0,0,0
INC-00445,2026-04-16T16:29:00.553786+00:00,fabrikam-clinic,prod,vm,Sev2,high,20,0.0157,53.67,11,0.0,7,0,0,1
INC-00446,2026-05-09T13:59:00.553795+00:00,northwind-campus,stage,sql,Sev2,medium,7,0.0361,45.62,6,39.48,0,0,0,0
INC-00447,2026-05-14T18:18:00.553804+00:00,northwind-campus,prod,appservice,Sev3,medium,6,0.0938,29.83,3,0.0,0,0,3,0
INC-00448,2026-05-07T06:30:00.553815+00:00,fabrikam-clinic,stage,appservice,Sev2,high,19,0.033,68.28,16,0.0,0,0,14,0
INC-00449,2026-06-03T10:58:00.553824+00:00,northwind-campus,prod,sql,Sev2,medium,11,0.0123,81.21,13,81.9,0,0,0,0
INC-00450,2026-04-10T11:50:00.553832+00:00,fabrikam-clinic,prod,identity,Sev1,high,24,0.0623,80.0,45,0.0,0,0,11,1
INC-00451,2026-05-17T08:15:00.553840+00:00,fabrikam-clinic,prod,identity,Sev3,high,17,0.0639,53.31,77,0.0,0,0,9,1
INC-00452,2026-03-31T04:26:00.553849+00:00,fabrikam-clinic,prod,identity,Sev3,high,17,0.0249,84.06,68,0.0,0,0,6,1
INC-00453,2026-06-01T03:29:00.553857+00:00,fabrikam-clinic,prod,appservice,Sev3,high,8,0.0345,38.2,5,0.0,0,0,5,0
INC-00454,2026-03-15T14:38:00.553865+00:00,fabrikam-clinic,prod,appservice,Sev3,high,7,0.0517,57.34,8,0.0,0,0,6,0
INC-00455,2026-04-10T00:39:00.553873+00:00,contoso-retail,prod,identity,Sev3,high,22,0.0118,48.63,41,0.0,0,0,5,0
INC-00456,2026-05-02T02:02:00.553881+00:00,contoso-retail,prod,vm,Sev2,high,0,0.0148,91.74,17,0.0,28,0,0,1
INC-00457,2026-04-03T18:00:00.553889+00:00,fabrikam-clinic,prod,storage,Sev3,high,0,0.0007,66.16,5,0.0,0,0,0,0
INC-00458,2026-04-17T20:55:00.553897+00:00,fabrikam-clinic,prod,sql,Sev2,high,16,0.0009,67.73,10,42.78,0,0,0,1
INC-00459,2026-05-04T04:15:00.553905+00:00,northwind-campus,prod,storage,Sev1,medium,20,0.029,77.52,4,0.0,0,0,0,0
INC-00460,2026-05-30T05:48:00.553913+00:00,fabrikam-clinic,prod,sql,Sev3,high,4,0.0461,40.1,10,47.0,0,0,0,0
INC-00461,2026-03-27T03:07:00.553921+00:00,fabrikam-clinic,stage,vm,Sev3,high,22,0.0713,51.79,4,0.0,12,0,0,0
INC-00462,2026-04-25T17:47:00.553930+00:00,northwind-campus,prod,appservice,Sev4,medium,6,0.0171,39.41,7,0.0,0,1,7,0
INC-00463,2026-03-06T18:59:00.553940+00:00,northwind-campus,prod,sql,Sev2,medium,9,0.034,70.47,13,23.25,0,0,0,0
INC-00464,2026-03-22T23:33:00.553949+00:00,fabrikam-clinic,prod,vm,Sev3,high,16,0.0166,44.17,15,0.0,24,0,0,0
INC-00465,2026-03-23T17:25:00.553957+00:00,northwind-campus,prod,sql,Sev4,medium,19,0.0143,39.99,9,73.08,0,0,0,0
INC-00466,2026-03-12T04:49:00.553966+00:00,contoso-retail,dev,sql,Sev1,high,4,0.0007,29.38,13,46.69,0,0,0,0
INC-00467,2026-04-23T08:47:00.553974+00:00,northwind-campus,prod,storage,Sev3,medium,5,0.0685,50.94,12,0.0,0,0,0,1
INC-00468,2026-04-10T09:12:00.553983+00:00,fabrikam-clinic,stage,appservice,Sev1,high,13,0.1166,59.28,12,0.0,0,0,4,1
INC-00469,2026-04-09T12:11:00.553992+00:00,contoso-retail,prod,identity,Sev3,high,14,0.0407,66.17,47,0.0,0,0,12,0
INC-00470,2026-05-24T00:56:00.554000+00:00,northwind-campus,dev,vm,Sev3,medium,16,0.0006,60.49,12,0.0,16,0,0,0
INC-00471,2026-04-29T12:40:00.554008+00:00,contoso-retail,stage,sql,Sev2,high,3,0.0189,58.95,10,39.5,0,0,0,0
INC-00472,2026-06-02T05:30:00.554016+00:00,fabrikam-clinic,prod,sql,Sev3,high,0,0.0293,89.82,5,60.82,0,0,0,0
INC-00473,2026-04-26T20:14:00.554026+00:00,fabrikam-clinic,prod,vm,Sev2,high,22,0.1129,72.46,7,0.0,41,0,0,1
INC-00474,2026-06-02T12:35:00.554034+00:00,northwind-campus,prod,vm,Sev2,medium,20,0.0491,41.38,11,0.0,38,0,0,1
INC-00475,2026-05-08T13:04:00.554042+00:00,contoso-retail,prod,appservice,Sev3,high,10,0.0346,76.4,5,0.0,0,0,7,0
INC-00476,2026-04-01T04:55:00.554050+00:00,northwind-campus,prod,appservice,Sev3,medium,22,0.1358,34.3,3,0.0,0,1,10,1
INC-00477,2026-05-23T08:28:00.554059+00:00,fabrikam-clinic,prod,appservice,Sev3,high,2,0.0094,61.27,7,0.0,0,0,9,0
INC-00478,2026-04-26T23:44:00.554068+00:00,contoso-retail,prod,appservice,Sev3,high,6,0.0006,48.39,0,0.0,0,0,5,1
INC-00479,2026-04-18T16:07:00.554076+00:00,fabrikam-clinic,stage,appservice,Sev3,high,22,0.0424,89.95,0,0.0,0,0,10,1
INC-00480,2026-04-13T10:36:00.554086+00:00,northwind-campus,stage,vm,Sev3,medium,5,0.0795,42.22,18,0.0,37,0,0,1
INC-00481,2026-05-23T03:01:00.554093+00:00,fabrikam-clinic,prod,vm,Sev2,high,17,0.0586,51.98,2,0.0,35,0,0,1
INC-00482,2026-05-22T03:52:00.554102+00:00,fabrikam-clinic,prod,appservice,Sev2,high,9,0.0943,59.52,6,0.0,0,1,8,1
INC-00483,2026-04-01T22:40:00.554110+00:00,contoso-retail,prod,vm,Sev3,high,6,0.1679,70.4,2,0.0,50,0,0,1
INC-00484,2026-04-02T23:06:00.554119+00:00,northwind-campus,prod,sql,Sev3,medium,22,0.0088,77.88,15,70.7,0,0,0,1
INC-00485,2026-06-03T05:04:00.554127+00:00,fabrikam-clinic,dev,identity,Sev3,high,12,0.0547,59.36,71,0.0,0,0,9,1
INC-00486,2026-03-13T02:30:00.554135+00:00,northwind-campus,prod,storage,Sev4,medium,21,0.0537,87.23,10,0.0,0,0,0,1
INC-00487,2026-03-11T14:20:00.554143+00:00,fabrikam-clinic,prod,appservice,Sev3,high,23,0.0378,52.12,3,0.0,0,1,1,0
INC-00488,2026-04-25T15:35:00.554152+00:00,fabrikam-clinic,prod,vm,Sev2,high,12,0.0528,53.09,16,0.0,42,0,0,1
INC-00489,2026-05-02T08:26:00.554160+00:00,fabrikam-clinic,dev,sql,Sev1,high,3,0.0169,44.46,15,33.85,0,0,0,0
INC-00490,2026-03-18T00:13:00.554168+00:00,contoso-retail,prod,sql,Sev3,high,3,0.0246,22.31,6,42.38,0,0,0,0
INC-00491,2026-03-11T10:15:00.554177+00:00,northwind-campus,prod,sql,Sev4,medium,4,0.1221,49.34,12,91.43,0,0,0,0
INC-00492,2026-03-09T22:00:00.554186+00:00,fabrikam-clinic,prod,appservice,Sev4,high,17,0.0387,36.01,15,0.0,0,0,11,0
INC-00493,2026-03-28T04:51:00.554193+00:00,northwind-campus,prod,identity,Sev2,medium,8,0.0427,54.11,71,0.0,0,0,2,1
INC-00494,2026-03-08T15:04:00.554202+00:00,contoso-retail,prod,storage,Sev1,high,23,0.0353,50.32,15,0.0,0,0,0,1
INC-00495,2026-05-27T03:19:00.554210+00:00,northwind-campus,stage,sql,Sev3,medium,20,0.0298,47.81,3,64.78,0,0,0,0
INC-00496,2026-04-08T09:06:00.554217+00:00,contoso-retail,prod,vm,Sev3,high,11,0.0059,42.76,4,0.0,38,0,0,1
INC-00497,2026-05-10T20:32:00.554225+00:00,contoso-retail,prod,vm,Sev2,high,11,0.0033,53.6,6,0.0,31,0,0,0
INC-00498,2026-05-14T07:08:00.554234+00:00,northwind-campus,prod,sql,Sev2,medium,21,0.0028,59.09,5,43.14,0,0,0,0
INC-00499,2026-05-12T08:35:00.554241+00:00,contoso-retail,prod,sql,Sev2,high,2,0.011,79.15,3,41.78,0,0,0,0
INC-00500,2026-05-17T09:30:00.554249+00:00,fabrikam-clinic,stage,sql,Sev4,high,3,0.0148,59.23,5,42.91,0,0,0,0
INC-00501,2026-05-15T15:41:00.554257+00:00,contoso-retail,prod,identity,Sev2,high,23,0.0281,79.98,21,0.0,0,0,14,0
INC-00502,2026-04-13T08:49:00.554265+00:00,fabrikam-clinic,prod,vm,Sev2,high,12,0.098,25.55,17,0.0,13,0,0,0
INC-00503,2026-04-18T00:28:00.554273+00:00,northwind-campus,prod,appservice,Sev4,medium,2,0.018,59.86,9,0.0,0,0,5,0
INC-00504,2026-03-15T09:09:00.554281+00:00,contoso-retail,prod,appservice,Sev1,high,1,0.0048,65.04,6,0.0,0,1,5,1
INC-00505,2026-04-03T04:50:00.554289+00:00,contoso-retail,stage,appservice,Sev3,high,20,0.0847,52.63,7,0.0,0,1,9,0
INC-00506,2026-05-11T13:57:00.554297+00:00,northwind-campus,prod,identity,Sev2,medium,4,0.1027,46.63,35,0.0,0,0,11,0
INC-00507,2026-03-25T15:48:00.554305+00:00,fabrikam-clinic,stage,sql,Sev2,high,24,0.038,91.29,7,38.77,0,0,0,1
INC-00508,2026-03-18T19:24:00.554313+00:00,fabrikam-clinic,prod,appservice,Sev4,high,4,0.0379,44.49,1,0.0,0,0,1,0
INC-00509,2026-04-05T05:00:00.554321+00:00,northwind-campus,prod,identity,Sev3,medium,1,0.0363,25.23,21,0.0,0,0,15,0
INC-00510,2026-03-10T07:55:00.554329+00:00,contoso-retail,prod,appservice,Sev3,high,5,0.0077,28.19,14,0.0,0,1,7,0
INC-00511,2026-05-13T00:11:00.554337+00:00,contoso-retail,prod,appservice,Sev3,high,24,0.0152,54.14,2,0.0,0,1,14,1
INC-00512,2026-05-05T18:10:00.554345+00:00,fabrikam-clinic,prod,vm,Sev3,high,13,0.0108,48.33,10,0.0,5,0,0,0
INC-00513,2026-04-25T14:26:00.554353+00:00,northwind-campus,prod,sql,Sev2,medium,16,0.0432,68.74,8,51.32,0,0,0,0
INC-00514,2026-03-11T16:35:00.554361+00:00,contoso-retail,prod,vm,Sev3,high,20,0.0468,50.31,4,0.0,43,0,0,1
INC-00515,2026-04-21T19:25:00.554369+00:00,fabrikam-clinic,dev,appservice,Sev4,high,11,0.0699,69.04,6,0.0,0,0,12,0
INC-00516,2026-04-23T11:12:00.554377+00:00,contoso-retail,prod,appservice,Sev1,high,0,0.0144,84.81,14,0.0,0,0,0,0
INC-00517,2026-05-29T17:20:00.554385+00:00,northwind-campus,stage,identity,Sev2,medium,21,0.0565,60.03,20,0.0,0,0,0,1
INC-00518,2026-06-02T03:57:00.554393+00:00,fabrikam-clinic,prod,sql,Sev3,high,21,0.0186,89.45,1,32.12,0,0,0,1
INC-00519,2026-03-10T11:20:00.554401+00:00,northwind-campus,prod,identity,Sev4,medium,2,0.0726,43.77,64,0.0,0,0,14,0
INC-00520,2026-03-14T23:25:00.554410+00:00,contoso-retail,prod,appservice,Sev4,high,18,0.0493,46.19,5,0.0,0,0,6,0
INC-00521,2026-05-02T22:37:00.554418+00:00,contoso-retail,prod,sql,Sev3,high,20,0.1281,43.19,11,82.35,0,0,0,1
INC-00522,2026-05-14T14:56:00.554426+00:00,contoso-retail,prod,sql,Sev2,high,18,0.0153,52.86,0,49.84,0,0,0,0
INC-00523,2026-03-11T08:49:00.554434+00:00,fabrikam-clinic,dev,appservice,Sev1,high,0,0.0948,76.06,5,0.0,0,1,1,0
INC-00524,2026-05-05T03:36:00.554442+00:00,contoso-retail,dev,sql,Sev3,high,19,0.2049,84.8,11,16.01,0,0,0,0
INC-00525,2026-03-06T12:20:00.554450+00:00,fabrikam-clinic,dev,appservice,Sev4,high,7,0.0461,80.01,16,0.0,0,1,4,1
INC-00526,2026-04-13T02:47:00.554458+00:00,fabrikam-clinic,dev,identity,Sev3,high,1,0.0067,41.96,41,0.0,0,0,1,0
INC-00527,2026-04-21T15:24:00.554466+00:00,northwind-campus,prod,identity,Sev3,medium,21,0.0468,90.85,28,0.0,0,0,12,1
INC-00528,2026-05-15T16:32:00.554475+00:00,contoso-retail,prod,sql,Sev3,high,24,0.0108,56.71,16,22.01,0,0,0,0
INC-00529,2026-03-14T10:33:00.554482+00:00,fabrikam-clinic,prod,appservice,Sev3,high,23,0.021,84.2,1,0.0,0,1,11,1
INC-00530,2026-04-21T04:35:00.554491+00:00,contoso-retail,prod,sql,Sev2,high,19,0.1545,57.48,13,46.4,0,0,0,0
INC-00531,2026-05-28T12:02:00.554499+00:00,northwind-campus,prod,appservice,Sev4,medium,7,0.0235,58.17,12,0.0,0,0,9,0
INC-00532,2026-05-14T21:48:00.554507+00:00,fabrikam-clinic,prod,vm,Sev3,high,3,0.0932,52.5,18,0.0,27,0,0,0
INC-00533,2026-04-15T03:09:00.554515+00:00,fabrikam-clinic,stage,sql,Sev1,high,10,0.0041,76.53,7,63.75,0,0,0,0
INC-00534,2026-04-27T20:24:00.554522+00:00,northwind-campus,stage,storage,Sev3,medium,20,0.0404,86.45,3,0.0,0,0,0,1
INC-00535,2026-04-29T03:19:00.554530+00:00,contoso-retail,prod,identity,Sev4,high,12,0.2176,77.02,30,0.0,0,0,10,1
INC-00536,2026-03-29T00:20:00.554538+00:00,fabrikam-clinic,prod,appservice,Sev3,high,15,0.0414,71.8,0,0.0,0,1,8,0
INC-00537,2026-03-28T06:50:00.554546+00:00,contoso-retail,stage,appservice,Sev2,high,19,0.0989,56.4,5,0.0,0,1,3,1
INC-00538,2026-03-18T11:18:00.554554+00:00,fabrikam-clinic,prod,sql,Sev2,high,0,0.0322,53.79,8,84.94,0,0,0,0
INC-00539,2026-04-30T09:18:00.554562+00:00,fabrikam-clinic,prod,vm,Sev4,high,19,0.0018,59.93,14,0.0,44,0,0,1
INC-00540,2026-04-22T13:59:00.554570+00:00,northwind-campus,prod,vm,Sev1,medium,13,0.1116,53.31,12,0.0,10,0,0,1
INC-00541,2026-03-17T18:31:00.554578+00:00,contoso-retail,prod,vm,Sev3,high,6,0.0309,54.59,0,0.0,42,0,0,1
INC-00542,2026-03-24T03:48:00.554586+00:00,fabrikam-clinic,dev,appservice,Sev3,high,17,0.1689,67.99,13,0.0,0,0,9,0
INC-00543,2026-06-02T10:44:00.554594+00:00,northwind-campus,prod,appservice,Sev3,medium,17,0.1042,46.05,12,0.0,0,1,6,1
INC-00544,2026-03-17T10:48:00.554601+00:00,fabrikam-clinic,prod,appservice,Sev3,high,10,0.0737,43.01,10,0.0,0,1,4,0
INC-00545,2026-04-02T00:55:00.554609+00:00,fabrikam-clinic,prod,sql,Sev1,high,18,0.0302,32.14,8,43.07,0,0,0,1
INC-00546,2026-03-30T08:57:00.554618+00:00,northwind-campus,prod,appservice,Sev2,medium,24,0.0567,34.5,10,0.0,0,0,12,0
INC-00547,2026-03-17T04:45:00.554626+00:00,northwind-campus,prod,vm,Sev3,medium,23,0.1,54.02,8,0.0,44,0,0,1
INC-00548,2026-05-16T10:02:00.554633+00:00,contoso-retail,prod,appservice,Sev2,high,21,0.024,40.62,18,0.0,0,1,3,1
INC-00549,2026-06-01T15:08:00.554641+00:00,northwind-campus,prod,appservice,Sev2,medium,23,0.0098,56.52,2,0.0,0,0,12,1
INC-00550,2026-04-21T01:20:00.554649+00:00,contoso-retail,prod,appservice,Sev3,high,19,0.0761,56.78,7,0.0,0,1,6,1
INC-00551,2026-05-24T09:06:00.554657+00:00,northwind-campus,prod,identity,Sev4,medium,15,0.0946,60.28,57,0.0,0,0,11,1
INC-00552,2026-03-14T07:28:00.554665+00:00,fabrikam-clinic,stage,appservice,Sev2,high,7,0.0477,54.93,4,0.0,0,1,12,1
INC-00553,2026-04-21T13:35:00.554672+00:00,fabrikam-clinic,prod,identity,Sev3,high,22,0.0103,46.37,41,0.0,0,0,15,1
INC-00554,2026-05-10T15:20:00.554681+00:00,northwind-campus,dev,appservice,Sev3,medium,15,0.0227,42.78,0,0.0,0,1,7,0
INC-00555,2026-03-09T17:06:00.554689+00:00,contoso-retail,prod,appservice,Sev3,high,5,0.0301,45.04,2,0.0,0,0,1,0
INC-00556,2026-05-17T20:20:00.554697+00:00,contoso-retail,prod,vm,Sev3,high,15,0.1351,30.56,4,0.0,47,0,0,1
INC-00557,2026-05-29T12:30:00.554705+00:00,contoso-retail,prod,appservice,Sev2,high,10,0.1216,70.03,10,0.0,0,0,11,1
INC-00558,2026-05-02T16:56:00.554713+00:00,fabrikam-clinic,prod,vm,Sev2,high,22,0.1345,52.02,6,0.0,7,0,0,1
INC-00559,2026-04-07T05:09:00.554720+00:00,northwind-campus,stage,vm,Sev3,medium,8,0.014,52.43,3,0.0,8,0,0,0
INC-00560,2026-04-15T08:50:00.554730+00:00,contoso-retail,prod,appservice,Sev3,high,4,0.0617,63.59,5,0.0,0,1,5,0
INC-00561,2026-03-21T04:54:00.554738+00:00,fabrikam-clinic,stage,appservice,Sev3,high,0,0.0932,42.9,8,0.0,0,1,0,1
INC-00562,2026-05-30T06:48:00.554746+00:00,fabrikam-clinic,stage,sql,Sev3,high,7,0.0249,95.31,15,61.73,0,0,0,0
INC-00563,2026-03-28T07:22:00.554754+00:00,contoso-retail,prod,sql,Sev2,high,2,0.1155,49.48,1,47.56,0,0,0,1
INC-00564,2026-03-19T17:32:00.554761+00:00,fabrikam-clinic,prod,storage,Sev3,high,15,0.102,42.45,4,0.0,0,0,0,0
INC-00565,2026-03-30T19:45:00.554769+00:00,fabrikam-clinic,prod,identity,Sev4,high,12,0.0338,31.47,60,0.0,0,0,9,1
INC-00566,2026-04-06T14:28:00.554777+00:00,northwind-campus,dev,sql,Sev3,medium,3,0.0056,57.54,17,87.63,0,0,0,1
INC-00567,2026-03-13T02:49:00.554785+00:00,fabrikam-clinic,prod,identity,Sev4,high,24,0.0065,72.22,56,0.0,0,0,5,0
INC-00568,2026-04-20T22:00:00.554793+00:00,fabrikam-clinic,prod,identity,Sev2,high,20,0.0742,71.1,5,0.0,0,0,12,0
INC-00569,2026-04-15T22:55:00.554801+00:00,northwind-campus,prod,sql,Sev4,medium,22,0.119,25.13,3,59.01,0,0,0,0
INC-00570,2026-04-09T15:34:00.554809+00:00,contoso-retail,prod,sql,Sev2,high,1,0.0005,46.82,2,25.08,0,0,0,1
INC-00571,2026-05-07T19:48:00.554817+00:00,northwind-campus,prod,identity,Sev3,medium,16,0.0245,77.67,30,0.0,0,0,13,0
